sample_id,run_id,cycle_id,tooth_type,cutting_edge,force_file,vib_file,image_file,image_rel,wear_value,wear_level,vb_half_ap,wear_area,has_force,has_vib,has_image,is_complete_multimodal,image_dir_count,remark
cycle_21_side_4,cycle_21,21,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-01.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\21\side-4.png,21/side-4.png,0.2089,2,0.2089,0.0963,True,True,True,True,8,
cycle_22_side_1,cycle_22,22,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\22\side-1.png,22/side-1.png,0.216,2,0.1911,0.0618,True,True,True,True,8,
cycle_22_side_2,cycle_22,22,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\22\side-2.png,22/side-2.png,0.2175,2,0.2089,0.2237,True,True,True,True,8,
cycle_22_side_3,cycle_22,22,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\22\side-3.png,22/side-3.png,0.197,1,0.1971,0.09490000000000001,True,True,True,True,8,
cycle_22_side_4,cycle_22,22,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\22\side-4.png,22/side-4.png,0.233,2,0.2166,0.09769999999999998,True,True,True,True,8,
cycle_23_side_1,cycle_23,23,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\23\side-1.png,23/side-1.png,0.2566,2,0.2029,0.1063,True,True,True,True,8,
cycle_23_side_2,cycle_23,23,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\23\side-2.png,23/side-2.png,0.2268,2,0.2149,0.1914,True,True,True,True,8,
cycle_23_side_3,cycle_23,23,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\23\side-3.png,23/side-3.png,0.2188,2,0.2328,0.1051,True,True,True,True,8,
cycle_23_side_4,cycle_23,23,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\23\side-4.png,23/side-4.png,0.191,1,0.1911,0.053899999999999997,True,True,True,True,8,
cycle_24_side_1,cycle_24,24,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\24\side-1.png,24/side-1.png,0.2665,2,0.2145,0.1069,True,True,True,True,8,
cycle_24_side_2,cycle_24,24,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\24\side-2.png,24/side-2.png,0.2686,2,0.236,0.22060000000000002,True,True,True,True,8,
cycle_24_side_3,cycle_24,24,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\24\side-3.png,24/side-3.png,0.203,2,0.197,0.10590000000000002,True,True,True,True,8,
cycle_24_side_4,cycle_24,24,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\24\side-4.png,24/side-4.png,0.209,2,0.2148,0.07339999999999999,True,True,True,True,8,
cycle_25_side_1,cycle_25,25,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\25\side-1.png,25/side-1.png,0.2668,2,0.2165,0.1149,True,True,True,True,8,
cycle_25_side_2,cycle_25,25,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\25\side-2.png,25/side-2.png,0.203,2,0.1672,0.1683,True,True,True,True,8,
cycle_25_side_3,cycle_25,25,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\25\side-3.png,25/side-3.png,0.1854,1,0.1854,0.09740000000000001,True,True,True,True,8,
cycle_25_side_4,cycle_25,25,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\25\side-4.png,25/side-4.png,0.185,1,0.179,0.052399999999999995,True,True,True,True,8,
cycle_26_side_1,cycle_26,26,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-06.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-06.csv,D:\my\Future\QIT-CEMC Dataset\Image\26\side-1.png,26/side-1.png,0.2735,2,0.2268,0.13190000000000002,True,True,True,True,8,
cycle_26_side_2,cycle_26,26,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-06.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-06.csv,D:\my\Future\QIT-CEMC Dataset\Image\26\side-2.png,26/side-2.png,0.2149,2,0.179,0.21710000000000002,True,True,True,True,8,
cycle_26_side_3,cycle_26,26,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-06.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-06.csv,D:\my\Future\QIT-CEMC Dataset\Image\26\side-3.png,26/side-3.png,0.1901,1,0.1887,0.1106,True,True,True,True,8,
cycle_26_side_4,cycle_26,26,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-01-06.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-01-06.csv,D:\my\Future\QIT-CEMC Dataset\Image\26\side-4.png,26/side-4.png,0.1901,1,0.1806,0.052700000000000004,True,True,True,True,8,
cycle_27_side_1,cycle_27,27,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\27\side-1.png,27/side-1.png,0.2748,2,0.2368,0.135,True,True,True,True,8,
cycle_27_side_2,cycle_27,27,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\27\side-2.png,27/side-2.png,0.2509,2,0.186,0.2424,True,True,True,True,8,
cycle_27_side_3,cycle_27,27,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\27\side-3.png,27/side-3.png,0.193,1,0.1854,0.1119,True,True,True,True,8,
cycle_27_side_4,cycle_27,27,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\27\side-4.png,27/side-4.png,0.1911,1,0.1815,0.057100000000000005,True,True,True,True,8,
cycle_28_side_1,cycle_28,28,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\28\side-1.png,28/side-1.png,0.2371,2,0.2509,0.1371,True,True,True,True,8,
cycle_28_side_2,cycle_28,28,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\28\side-2.png,28/side-2.png,0.2712,2,0.1911,0.2561,True,True,True,True,8,
cycle_28_side_3,cycle_28,28,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\28\side-3.png,28/side-3.png,0.2148,2,0.203,0.1134,True,True,True,True,8,
cycle_28_side_4,cycle_28,28,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\28\side-4.png,28/side-4.png,0.2149,2,0.2066,0.058199999999999995,True,True,True,True,8,
cycle_29_side_1,cycle_29,29,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\29\side-1.png,29/side-1.png,0.2548,2,0.2518,0.1401,True,True,True,True,8,
cycle_29_side_2,cycle_29,29,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\29\side-2.png,29/side-2.png,0.281,2,0.1936,0.2576,True,True,True,True,8,
cycle_29_side_3,cycle_29,29,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\29\side-3.png,29/side-3.png,0.2318,2,0.2059,0.1154,True,True,True,True,8,
cycle_29_side_4,cycle_29,29,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\29\side-4.png,29/side-4.png,0.2152,2,0.2091,0.061099999999999995,True,True,True,True,8,
cycle_30_side_1,cycle_30,30,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\30\side-1.png,30/side-1.png,0.2865,2,0.2686,0.1442,True,True,True,True,8,
cycle_30_side_2,cycle_30,30,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\30\side-2.png,30/side-2.png,0.2836,2,0.1974,0.26139999999999997,True,True,True,True,8,
cycle_30_side_3,cycle_30,30,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\30\side-3.png,30/side-3.png,0.2386,2,0.2063,0.11850000000000002,True,True,True,True,8,
cycle_30_side_4,cycle_30,30,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-02-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-02-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\30\side-4.png,30/side-4.png,0.2268,2,0.2103,0.0781,True,True,True,True,8,
cycle_31_side_1,cycle_31,31,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\31\side-1.png,31/side-1.png,0.2805,2,0.2089,0.1555,True,True,True,True,8,
cycle_31_side_2,cycle_31,31,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\31\side-2.png,31/side-2.png,0.209,2,0.209,0.3727,True,True,True,True,8,
cycle_31_side_3,cycle_31,31,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\31\side-3.png,31/side-3.png,0.3104,3,0.2805,0.1265,True,True,True,True,8,
cycle_31_side_4,cycle_31,31,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\31\side-4.png,31/side-4.png,0.1611,1,0.1376,0.06919999999999998,True,True,True,True,8,
cycle_32_side_1,cycle_32,32,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\32\side-1.png,32/side-1.png,0.2622,2,0.2507,0.1519,True,True,True,True,8,
cycle_32_side_2,cycle_32,32,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\32\side-2.png,32/side-2.png,0.1195,1,0.06,0.2587,True,True,True,True,8,
cycle_32_side_3,cycle_32,32,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\32\side-3.png,32/side-3.png,0.1914,1,0.1314,0.10020000000000001,True,True,True,True,8,
cycle_32_side_4,cycle_32,32,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\32\side-4.png,32/side-4.png,0.1431,1,0.1373,0.0744,True,True,True,True,8,
cycle_33_side_1,cycle_33,33,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\33\side-1.png,33/side-1.png,0.3581,3,0.3168,0.1725,True,True,True,True,8,
cycle_33_side_2,cycle_33,33,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\33\side-2.png,33/side-2.png,0.1301,1,0.0957,0.2817,True,True,True,True,8,
cycle_33_side_3,cycle_33,33,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\33\side-3.png,33/side-3.png,0.2388,2,0.2388,0.067,True,True,True,True,8,
cycle_33_side_4,cycle_33,33,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-04-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-04-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\33\side-4.png,33/side-4.png,0.2572,2,0.2627,0.09969999999999998,True,True,True,True,8,
cycle_34_side_1,cycle_34,34,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\34\side-1.png,34/side-1.png,0.2268,2,0.2215,0.12290000000000001,True,True,True,True,8,
cycle_34_side_2,cycle_34,34,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\34\side-2.png,34/side-2.png,0.1022,1,0.0785,0.4056,True,True,True,True,8,
cycle_34_side_3,cycle_34,34,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\34\side-3.png,34/side-3.png,0.2209,2,0.2149,0.10840000000000002,True,True,True,True,8,
cycle_34_side_4,cycle_34,34,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\34\side-4.png,34/side-4.png,0.2924,2,0.2387,0.1347,True,True,True,True,8,
cycle_35_side_1,cycle_35,35,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\35\side-1.png,35/side-1.png,0.2089,2,0.209,0.09460000000000002,True,True,True,True,8,
cycle_35_side_2,cycle_35,35,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\35\side-2.png,35/side-2.png,0.2081,2,0.1911,0.26,True,True,True,True,8,
cycle_35_side_3,cycle_35,35,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\35\side-3.png,35/side-3.png,0.1492,1,0.1313,0.0424,True,True,True,True,8,
cycle_35_side_4,cycle_35,35,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\35\side-4.png,35/side-4.png,0.1433,1,0.1404,0.026699999999999995,True,True,True,True,8,
cycle_36_side_1,cycle_36,36,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\36\side-1.png,36/side-1.png,0.2071,2,0.1731,0.08610000000000001,True,True,True,True,8,
cycle_36_side_2,cycle_36,36,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\36\side-2.png,36/side-2.png,0.1558,1,0.1314,0.3528,True,True,True,True,8,
cycle_36_side_3,cycle_36,36,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\36\side-3.png,36/side-3.png,0.1553,1,0.1493,0.06670000000000001,True,True,True,True,8,
cycle_36_side_4,cycle_36,36,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\36\side-4.png,36/side-4.png,0.2269,2,0.1732,0.08459999999999998,True,True,True,True,8,
cycle_37_side_1,cycle_37,37,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\37\side-1.png,37/side-1.png,0.2924,2,0.2985,0.0817,True,True,True,True,8,
cycle_37_side_2,cycle_37,37,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\37\side-2.png,37/side-2.png,0.1122,1,0.1259,0.2608,True,True,True,True,8,
cycle_37_side_3,cycle_37,37,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\37\side-3.png,37/side-3.png,0.0811,0,0.0785,0.02530000000000001,True,True,True,True,8,
cycle_37_side_4,cycle_37,37,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\37\side-4.png,37/side-4.png,0.1616,1,0.1611,0.0713,True,True,True,True,8,
cycle_38_side_1,cycle_38,38,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\38\side-1.png,38/side-1.png,0.2805,2,0.1552,0.1349,True,True,True,True,8,
cycle_38_side_2,cycle_38,38,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\38\side-2.png,38/side-2.png,0.1439,1,0.1552,0.2719,True,True,True,True,8,
cycle_38_side_3,cycle_38,38,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\38\side-3.png,38/side-3.png,0.1675,1,0.1434,0.0824,True,True,True,True,8,
cycle_38_side_4,cycle_38,38,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-05-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-05-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\38\side-4.png,38/side-4.png,0.1497,1,0.1432,0.0731,True,True,True,True,8,
cycle_39_side_1,cycle_39,39,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\39\side-1.png,39/side-1.png,0.1255,1,0.1149,0.04639999999999999,True,True,True,True,8,
cycle_39_side_2,cycle_39,39,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\39\side-2.png,39/side-2.png,0.148,1,0.1318,0.2764,True,True,True,True,8,
cycle_39_side_3,cycle_39,39,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\39\side-3.png,39/side-3.png,0.1672,1,0.1556,0.034999999999999996,True,True,True,True,8,
cycle_39_side_4,cycle_39,39,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\39\side-4.png,39/side-4.png,0.1493,1,0.1253,0.030099999999999995,True,True,True,True,8,
cycle_40_side_1,cycle_40,40,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\40\side-1.png,40/side-1.png,0.1592,1,0.1671,0.05229999999999999,True,True,True,True,8,
cycle_40_side_2,cycle_40,40,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\40\side-2.png,40/side-2.png,0.1855,1,0.2507,0.3331,True,True,True,True,8,
cycle_40_side_3,cycle_40,40,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\40\side-3.png,40/side-3.png,0.1621,1,0.1374,0.0482,True,True,True,True,8,
cycle_40_side_4,cycle_40,40,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\40\side-4.png,40/side-4.png,0.1552,1,0.1493,0.050300000000000004,True,True,True,True,8,
cycle_41_side_1,cycle_41,41,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\41\side-1.png,41/side-1.png,0.2388,2,0.2149,0.0701,True,True,True,True,8,
cycle_41_side_2,cycle_41,41,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\41\side-2.png,41/side-2.png,0.3165,3,0.3282,0.3811,True,True,True,True,8,
cycle_41_side_3,cycle_41,41,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\41\side-3.png,41/side-3.png,0.2986,2,0.2761,0.0801,True,True,True,True,8,
cycle_41_side_4,cycle_41,41,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\41\side-4.png,41/side-4.png,0.2572,2,0.233,0.08459999999999998,True,True,True,True,8,
cycle_42_side_1,cycle_42,42,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\42\side-1.png,42/side-1.png,0.1671,1,0.1616,0.0517,True,True,True,True,8,
cycle_42_side_2,cycle_42,42,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\42\side-2.png,42/side-2.png,0.3581,3,0.3103,0.3001,True,True,True,True,8,
